transition_id,cik,coname,classification,succ_total,succ_salary,succ_name_parsed,succ_accession,succ_status,pred_total,pred_salary,pred_name_parsed,pred_accession,pred_status,comp_ratio_succ_over_pred
302,769397,AUTODESK INC,internal,,,,0001206774-19-001598,ceo-row-not-found,,,,0001206774-17-001531,ceo-row-not-found,
2270,63276,MATTEL INC,external,,,Ynon Kreiz Chief Executive Officer,0001193125-19-097947,ok,,,Christopher A. Sinclair  Chief Executive Officer,0001193125-17-111466,ok,
1708,47111,HERSHEY CO,internal,,,Ms. Buck,0000047111-19-000014,ok,,,Mr. Bilbrey,0001193125-17-092999,ok,
617,277948,CSX CORP,external,,,James M. Foote President and Chief Executive Officer,0001206774-19-000985,ok,,,Michael J.  Ward(5),0001206774-17-001259,ok,
102,773840,HONEYWELL INTERNATIONAL INC,internal,,,Darius Adamczyk Chairman and Chief Executive Officer,0001193125-19-074027,ok,,,David M. Cote  Chairman of the Board and Chief Executive Officer,0000930413-17-000951,ok,
1197,30625,FLOWSERVE CORP,external,,,R. Scott Rowe,0001308179-19-000139,ok,,,President and CEO,0001308179-17-000124,ok,
8258,1048695,F5 NETWORKS INC,external,,,François Locoh-Donou President and Chief Executive Officer,0001140361-19-001589,ok,,,John McAdam(1),0001193125-17-021233,ok,
6146,829224,STARBUCKS CORP,internal,,,Kevin R. Johnson president and chief executive officer,0001193125-19-017145,ok,,,​,0001672764-17-000003,ok,
850,21344,COCA-COLA CO,internal,,,James Quincey3 President and Chief Executive Officer,0001206774-19-000735,ok,,,Muhtar Kent,0001308179-17-000027,ok,
7759,1037038,RALPH LAUREN CORP,external,,,Patrice Louvet President and CEO,0001193125-19-178914,ok,,,Stefan Larsson,0001193125-17-218327,ok,
2373,723125,MICRON TECHNOLOGY INC,external,,,Sanjay Mehrotra,0001047469-19-006745,ok,,,D. Mark Durcan,0000723125-17-000155,ok,
166,5272,AMERICAN INTERNATIONAL GROUP,external,,,​,0001144204-19-017752,ok,,,Peter D. Hancock,0001193125-17-175936,ok,
1455,37996,FORD MOTOR CO,internal,,,,0001047469-19-001743,ceo-row-not-found,,,Mark Fields,0001047469-17-002228,ok,
8815,1065696,LKQ CORP,internal,,,Dominick Zarcone,0001065696-19-000025,ok,,,Robert L. Wagman,0001065696-17-000014,ok,
1498,39899,TEGNA INC,internal,,,David T. Lougee (President and CEO),0001193125-19-070895,ok,,,Gracia C. Martore (President and CEO),0001193125-17-087356,ok,
1644,45012,HALLIBURTON CO,internal,,,Jeffrey A. Miller(1),0001308179-19-000086,ok,,,Chief Executive Officer,0001308179-17-000120,ok,
6237,891024,PATTERSON COMPANIES INC,external,,,Mark S. Walchirk,0001140361-19-014068,ok,,,Scott P. Anderson (a)  Special Advisor to Patterson Companies (Former President and Chief  Executive Officer of Patterson Companies),0001626129-17-000478,ok,
1532,40704,GENERAL MILLS INC,internal,,,Jeffrey L. Harmening,0001193125-19-218825,ok,,,Kendall J. Powell Chairman and CEO,0001308179-17-000215,ok,
6534,354908,FLIR SYSTEMS INC,external,,,James J. Cannon(5) President and Chief Executive Officer,0001193125-19-069295,ok,,,Andrew C. Teich(6),0001193125-17-077190,ok,
1559,40987,GENUINE PARTS CO,internal,,,Paul D. Donahue,0001193125-19-063204,ok,,,Thomas C. Gallagher,0001193125-17-058736,ok,
